since_value,days_on_site,amenities,age_in_years,bathrooms,cellars,num_floors,monthly_fee,apartments_per_floor,parking_lots,floor_situated,num_bedrooms,m2,universo_act_legislativas,universo_agricultura,universo_alojamiento_alimentos_y_bebidas,universo_comercio_mayoreo,universo_comercio_al_por_menor,universo_construccion,universo_corporativos,universo_electricidad_agua_y_gas,universo_ind_manofactura,universo_inf_medios_masivos,universo_mineria,universo_servicios_excepto_gubernamentales,universo_servicios_cientificos,universo_servicios_educacion,universo_servicios_financieros_y_seguros,universo_servicios_inmobiliarios_y_alquiler,universo_servicios_negocios,universo_servicios_recreativos,universo_servicios_salud,universo_transporte_correos_y_almacenamiento,delitos_contra_patrimonio,delitos_contra_familia,delitos_contra_libertad_personal,delitos_contra_seguridad_sexual,delitos_contra_la_sociedad,delitos_contra_la_vida_y_la_integridad_corporal,delitos_contra_otros_bienes_juridicos,total,pobtot,pobfem,pobmas,población de 15 años o más analfabeta,población de 6 a 14 años que no asiste a la escuela,población de 15 años y más con educación básica incompleta,población sin derechohabiencia a servicios de salud,viviendas con piso de tierra,viviendas que no disponen de excusado o sanitario,viviendas que no disponen de agua entubada de la red pública,viviendas que no disponen de drenaje,viviendas que no disponen de energía eléctrica,viviendas que no disponen de lavadora,viviendas que no disponen de refrigerador,irs,lugar_que_ocupa_en_el_contexto_nacional,distancia_al_metro_mas_cercano,department_type_loft,price_square_meter
10,300,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,75.0,1,0,135,18,98,7,0,0,13,4,0,55,57,12,18,12,11,3,230,1,1756,326,17,184,66,107,793,3249,5522,2632,2888,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,550.3617031027987,0,58253.3333333333
39,39,0.0,0,2,1.0,1.0,0,0.0,1,0.0,2,91.0,1,1,12,4,31,4,0,0,10,2,0,26,20,4,4,3,8,2,20,6,1756,326,17,184,66,107,793,3249,6062,3206,2856,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,596.604258344421,0,44626.4285714286
1,365,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,76.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,274.2722982612697,0,55394.7368421053
10,300,5.0,0,2,0.0,0.0,0,0.0,2,0.0,3,222.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,359.6011943345787,0,52027.027027027
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,103.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,87212.3300970874
7,7,0.0,0,1,0.0,0.0,0,0.0,1,0.0,1,42.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,61785.7142857143
7,7,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,167.0,67,0,57,8,26,3,1,1,1,6,0,9,18,4,49,6,7,13,2,4,1756,326,17,184,66,107,793,3249,718,314,398,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,312.47278384800944,0,49401.1976047904
3,90,0.0,0,2,0.0,0.0,0,0.0,1,0.0,3,85.0,2,0,51,9,170,7,0,0,19,0,0,43,26,8,5,3,8,0,11,4,1756,326,17,184,66,107,793,3249,3560,1850,1710,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,731.7748930057502,0,37117.6470588235
1,365,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,140.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,257.76682495114704,0,55714.2857142857
2,60,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,111.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,483.6013912276473,0,65315.3153153153
35,35,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,87.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,459.0003242371344,0,59656.7356321839
24,24,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,72.0,2,0,51,9,170,7,0,0,19,0,0,43,26,8,5,3,8,0,11,4,1756,326,17,184,66,107,793,3249,3560,1850,1710,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,556.0864223521114,0,54861.1111111111
12,12,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,90.0,2,0,51,9,170,7,0,0,19,0,0,43,26,8,5,3,8,0,11,4,1756,326,17,184,66,107,793,3249,3560,1850,1710,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,782.1901115497097,0,12283.0
1,365,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,127.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,290.2827690828135,0,55354.3307086614
5,150,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,185.0,1,1,12,4,31,4,0,0,10,2,0,26,20,4,4,3,8,2,20,6,1756,326,17,184,66,107,793,3249,6062,3206,2856,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,488.5674040412713,0,37709.9945945946
10,300,0.0,0,3,0.0,4.0,0,3.0,1,4.0,3,103.0,2,0,113,20,93,4,0,0,23,8,0,62,82,14,30,23,35,8,43,7,1756,326,17,184,66,107,793,3249,4740,2342,2386,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,281.96645449628085,0,47990.2912621359
35,35,5.0,0,2,0.0,0.0,0,0.0,2,0.0,2,130.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,290.2827690828135,0,57303.8692307692
7,7,0.0,0,2,0.0,0.0,0,0.0,1,0.0,1,74.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,64594.5945945946
46,46,5.0,0,2,0.0,0.0,0,0.0,2,0.0,3,161.0,0,0,61,5,54,3,0,1,10,2,0,29,43,11,4,13,8,6,23,1,1756,326,17,184,66,107,793,3249,3104,1504,1598,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,703.5991352304985,0,65838.5093167702
4,4,2.0,0,1,0.0,0.0,0,0.0,1,0.0,1,56.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,80285.7142857143
7,7,0.0,0,3,0.0,0.0,0,0.0,1,0.0,3,284.0,0,0,61,5,54,3,0,1,10,2,0,29,43,11,4,13,8,6,23,1,1756,326,17,184,66,107,793,3249,3104,1504,1598,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,657.9637373173362,0,51760.5633802817
1,365,5.0,0,2,0.0,0.0,0,0.0,2,0.0,3,112.0,1,0,36,19,39,6,0,0,4,7,0,24,52,9,12,3,13,1,186,6,1756,326,17,184,66,107,793,3249,3348,1710,1638,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,597.747450058999,0,61517.8571428571
3,3,0.0,0,2,0.0,4.0,0,0.0,1,1.0,1,63.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,70700.3174603175
10,300,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,95.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,529.3830316982375,0,55789.4736842105
3,90,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,160.0,2,0,78,17,61,3,0,0,9,5,0,44,51,11,26,10,16,6,24,2,1756,326,17,184,66,107,793,3249,1802,922,871,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,592.909623907431,0,66250.0
2,60,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,75.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7585261846788,0,60522.9333333333
2,60,0.0,0,1,0.0,0.0,0,0.0,1,0.0,1,54.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.070595687128,0,83981.4814814815
9,270,0.0,0,1,0.0,0.0,0,0.0,1,0.0,1,41.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,279.0490480341273,0,72500.0
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,75.0,2,0,38,10,49,5,0,0,14,3,0,38,8,2,4,2,2,1,13,1,1756,326,17,184,66,107,793,3249,6476,3246,3230,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,682.9569600609899,0,65264.8933333333
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,67.0,2,0,38,10,49,5,0,0,14,3,0,38,8,2,4,2,2,1,13,1,1756,326,17,184,66,107,793,3249,6476,3246,3230,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,682.9569600609899,0,64661.9850746269
11,330,5.0,0,2,0.0,0.0,0,0.0,2,0.0,3,113.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,282.9233167017089,0,60973.4513274336
8,8,2.0,0,1,0.0,0.0,0,0.0,1,0.0,1,43.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,279.0490480341273,0,84535.0
3,90,5.0,0,2,0.0,0.0,0,0.0,2,0.0,2,185.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,528.6269972288711,0,77548.6486486487
2,60,0.0,0,2,0.0,0.0,0,0.0,1,0.0,3,286.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7585261846788,0,34930.0699300699
7,7,0.0,0,2,0.0,0.0,0,0.0,1,0.0,1,69.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,62826.0869565217
4,120,0.0,0,1,0.0,4.0,0,0.0,1,0.0,2,66.0,2,0,51,9,170,7,0,0,19,0,0,43,26,8,5,3,8,0,11,4,1756,326,17,184,66,107,793,3249,3560,1850,1710,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,582.2687291359598,0,65761.2121212121
2,60,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,185.0,1,1,12,4,31,4,0,0,10,2,0,26,20,4,4,3,8,2,20,6,1756,326,17,184,66,107,793,3249,6062,3206,2856,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,488.5674040412713,0,37709.9945945946
40,40,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,84.0,1,1,12,4,31,4,0,0,10,2,0,26,20,4,4,3,8,2,20,6,1756,326,17,184,66,107,793,3249,6062,3206,2856,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,566.3300271799835,0,49000.0
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,86.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,69263.3720930233
11,330,5.0,0,2,0.0,0.0,0,0.0,2,0.0,3,191.0,1,0,135,18,98,7,0,0,13,4,0,55,57,12,18,12,11,3,230,1,1756,326,17,184,66,107,793,3249,5522,2632,2888,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,718.1812125575256,0,70529.5287958115
40,40,5.0,0,2,0.0,0.0,0,0.0,2,0.0,2,150.0,3,0,95,31,167,2,1,0,15,3,0,72,81,14,26,16,15,7,135,8,1756,326,17,184,66,107,793,3249,9076,4822,4254,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,358.31401975014154,0,61271.4666666667
31,31,0.0,0,1,0.0,0.0,0,0.0,1,0.0,1,70.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,394.2412548885824,0,61714.2857142857
1,365,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,92.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7483397258183,0,65619.5652173913
7,7,0.0,0,1,0.0,0.0,0,0.0,1,0.0,1,39.0,2,0,57,14,61,1,0,0,5,8,0,39,37,10,13,4,14,7,8,5,1756,326,17,184,66,107,793,3249,3752,1726,2026,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,828.4292868450419,0,76410.2564102564
2,60,0.0,0,1,0.0,0.0,0,0.0,1,0.0,1,51.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.070595687128,0,97568.6274509804
15,15,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,80.0,1,0,135,18,98,7,0,0,13,4,0,55,57,12,18,12,11,3,230,1,1756,326,17,184,66,107,793,3249,5522,2632,2888,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,682.0684948760023,0,80625.0
11,330,2.0,0,1,0.0,0.0,0,0.0,1,0.0,1,116.0,1,0,135,18,98,7,0,0,13,4,0,55,57,12,18,12,11,3,230,1,1756,326,17,184,66,107,793,3249,5522,2632,2888,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,811.508065754478,0,58577.5862068966
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,89.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,77699.1011235955
2,60,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,81.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7585261846788,0,61808.3209876543
4,120,5.0,0,2,0.0,0.0,0,0.0,2,0.0,2,187.0,0,0,61,5,54,3,0,1,10,2,0,29,43,11,4,13,8,6,23,1,1756,326,17,184,66,107,793,3249,3104,1504,1598,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,703.5991352304985,0,64171.1229946524
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,78.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,68268.717948718
21,21,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,70.0,2,0,38,10,49,5,0,0,14,3,0,38,8,2,4,2,2,1,13,1,1756,326,17,184,66,107,793,3249,6476,3246,3230,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,733.1738556158848,0,66509.1857142857
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,76.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,62571.0526315789
6,180,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,68.0,2,0,51,9,170,7,0,0,19,0,0,43,26,8,5,3,8,0,11,4,1756,326,17,184,66,107,793,3249,3560,1850,1710,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,717.2746048881168,0,33088.2352941177
4,4,2.0,0,1,0.0,0.0,0,0.0,1,0.0,1,41.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,420.8188339048379,0,79750.0
6,180,0.0,0,3,0.0,0.0,0,0.0,2,0.0,3,153.0,0,0,61,5,54,3,0,1,10,2,0,29,43,11,4,13,8,6,23,1,1756,326,17,184,66,107,793,3249,3104,1504,1598,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,767.7665702235033,0,66013.0718954248
1,365,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,90.0,1,0,36,19,39,6,0,0,4,7,0,24,52,9,12,3,13,1,186,6,1756,326,17,184,66,107,793,3249,3348,1710,1638,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,346.0630415051568,0,53888.8888888889
10,300,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,152.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,44967.1052631579
4,4,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,63.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,420.8188339048379,0,66698.4126984127
3,90,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,120.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,290.2827690828135,0,63750.0
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,75.0,2,0,38,10,49,5,0,0,14,3,0,38,8,2,4,2,2,1,13,1,1756,326,17,184,66,107,793,3249,6476,3246,3230,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,682.9569600609899,0,65808.8933333333
2,60,5.0,0,2,0.0,0.0,0,0.0,2,0.0,2,141.0,2,0,51,9,170,7,0,0,19,0,0,43,26,8,5,3,8,0,11,4,1756,326,17,184,66,107,793,3249,3560,1850,1710,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,775.5111743662816,0,53191.4893617021
8,8,0.0,0,2,1.0,6.0,0,0.0,2,0.0,2,86.8,2,0,78,17,61,3,0,0,9,5,0,44,51,11,26,10,16,6,24,2,1756,326,17,184,66,107,793,3249,1802,922,871,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,607.3053721447179,0,67350.0
1,365,5.0,0,2,0.0,0.0,0,0.0,2,0.0,2,193.0,1,0,135,18,98,7,0,0,13,4,0,55,57,12,18,12,11,3,230,1,1756,326,17,184,66,107,793,3249,5522,2632,2888,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,799.5791408087105,0,73308.4093264249
3,90,0.0,0,2,0.0,0.0,0,0.0,2,0.0,3,99.0,4,0,52,9,55,6,0,2,11,1,0,32,40,12,12,3,14,3,28,5,1756,326,17,184,66,107,793,3249,4008,2018,1990,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,319.44922453971606,0,52525.2525252525
2,60,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,74.0,2,0,38,10,49,5,0,0,14,3,0,38,8,2,4,2,2,1,13,1,1756,326,17,184,66,107,793,3249,6476,3246,3230,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,775.844097854008,0,59040.5405405405
2,60,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,141.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7585261846788,0,53546.0992907801
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,93.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,633.9445128654907,0,62860.0
2,60,0.0,0,3,0.0,0.0,0,0.0,1,0.0,3,140.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.070595687128,0,83396.6214285714
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,76.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,75064.1447368421
4,4,5.0,0,2,0.0,0.0,0,0.0,2,0.0,3,111.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,547.4904729916728,0,63153.1531531532
11,330,8.0,0,5,0.0,0.0,0,0.0,2,0.0,3,172.0,1,0,91,19,74,13,1,0,8,9,0,61,63,12,21,12,23,3,8,9,1756,326,17,184,66,107,793,3249,8418,4238,4180,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,1012.442047981634,0,63372.0930232558
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,78.0,2,0,38,10,49,5,0,0,14,3,0,38,8,2,4,2,2,1,13,1,1756,326,17,184,66,107,793,3249,6476,3246,3230,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,682.9569600609899,0,65041.7948717949
5,150,0.0,0,3,0.0,0.0,0,0.0,1,0.0,2,165.0,2,0,78,17,61,3,0,0,9,5,0,44,51,11,26,10,16,6,24,2,1756,326,17,184,66,107,793,3249,1802,922,871,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,607.2950029590436,0,49696.9696969697
40,40,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,88.0,1,1,12,4,31,4,0,0,10,2,0,26,20,4,4,3,8,2,20,6,1756,326,17,184,66,107,793,3249,6062,3206,2856,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,566.3300271799835,0,48136.3636363636
